gen,ind,fit,avg,max,min
0,1,0.6666010465068815,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,2,0.6428868725972718,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,3,0.01045702630200939,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,4,0.6937120973170844,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,5,0.0031320737065666775,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,6,0.771808477930265,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,7,0.02915183788635398,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,8,0.10590221028867877,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,9,0.09023607674094136,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,10,0.18681140506138685,0.32006991243374394,0.771808477930265,0.0031320737065666775
1,1,0.6428868725972718,0.5344724711011392,0.7718090719373255,0.08964296447372015
1,2,0.771808477930265,0.5344724711011392,0.7718090719373255,0.08964296447372015
1,3,0.6937115341642204,0.5344724711011392,0.7718090719373255,0.08964296447372015
1,4,0.7718090719373255,0.5344724711011392,0.7718090719373255,0.08964296447372015
1,5,0.6666010465068815,0.5344724711011392,0.7718090719373255,0.08964296447372015
1,6,0.771808477930265,0.5344724711011392,0.7718090719373255,0.08964296447372015
1,7,0.08964296447372015,0.5344724711011392,0.7718090719373255,0.08964296447372015
1,8,0.18766718169817195,0.5344724711011392,0.7718090719373255,0.08964296447372015
1,9,0.6428868740907449,0.5344724711011392,0.7718090719373255,0.08964296447372015
1,10,0.10590220968252524,0.5344724711011392,0.7718090719373255,0.08964296447372015
2,1,0.7718034656979721,0.6482111035289171,0.7718076401025131,0.18766718169817195
2,2,0.6428919907397771,0.6482111035289171,0.7718076401025131,0.18766718169817195
2,3,0.744428092552618,0.6482111035289171,0.7718076401025131,0.18766718169817195
2,4,0.6666010495484186,0.6482111035289171,0.7718076401025131,0.18766718169817195
2,5,0.6428960022307532,0.6482111035289171,0.7718076401025131,0.18766718169817195
2,6,0.6665917500811663,0.6482111035289171,0.7718076401025131,0.18766718169817195
2,7,0.6937123284735602,0.6482111035289171,0.7718076401025131,0.18766718169817195
2,8,0.7718076401025131,0.6482111035289171,0.7718076401025131,0.18766718169817195
2,9,0.6937115341642204,0.6482111035289171,0.7718076401025131,0.18766718169817195
2,10,0.18766718169817195,0.6482111035289171,0.7718076401025131,0.18766718169817195
3,1,0.771677782298872,0.722556977924097,0.7718202075665392,0.6428868740907449
3,2,0.771677782298872,0.722556977924097,0.7718202075665392,0.6428868740907449
3,3,0.771677782298872,0.722556977924097,0.7718202075665392,0.6428868740907449
3,4,0.6937115341642204,0.722556977924097,0.7718202075665392,0.6428868740907449
3,5,0.693700413881212,0.722556977924097,0.7718202075665392,0.6428868740907449
3,6,0.7718202075665392,0.722556977924097,0.7718202075665392,0.6428868740907449
