gen,ind,fit,avg,max,min
0,1,0.6666010465068815,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,2,0.6428868725972718,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,3,0.01045702630200939,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,4,0.6937120973170844,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,5,0.0031320737065666775,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,6,0.771808477930265,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,7,0.02915183788635398,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,8,0.10590221028867877,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,9,0.09023607674094136,0.32006991243374394,0.771808477930265,0.0031320737065666775
0,10,0.18681140506138685,0.32006991243374394,0.771808477930265,0.0031320737065666775
1,1,0.6666010465068815,0.5613837146022937,0.7718134672693999,0.09023607674094136
1,2,0.6937120973170844,0.5613837146022937,0.7718134672693999,0.09023607674094136
1,3,0.6666010465068815,0.5613837146022937,0.7718134672693999,0.09023607674094136
1,4,0.09023607674094136,0.5613837146022937,0.7718134672693999,0.09023607674094136
1,5,0.6665964096916452,0.5613837146022937,0.7718134672693999,0.09023607674094136
1,6,0.7718134672693999,0.5613837146022937,0.7718134672693999,0.09023607674094136
1,7,0.6666010465068815,0.5613837146022937,0.7718134672693999,0.09023607674094136
1,8,0.10590221028867877,0.5613837146022937,0.7718134672693999,0.09023607674094136
1,9,0.6428868725972718,0.5613837146022937,0.7718134672693999,0.09023607674094136
1,10,0.6428868725972718,0.5613837146022937,0.7718134672693999,0.09023607674094136
2,1,0.6666010465068815,0.6906943234304648,0.7718134672693999,0.6428868725972718
2,2,0.6666010465068815,0.6906943234304648,0.7718134672693999,0.6428868725972718
2,3,0.6666010465068815,0.6906943234304648,0.7718134672693999,0.6428868725972718
2,4,0.7718134672693999,0.6906943234304648,0.7718134672693999,0.6428868725972718
2,5,0.6937120973170844,0.6906943234304648,0.7718134672693999,0.6428868725972718
2,6,0.6666010465068815,0.6906943234304648,0.7718134672693999,0.6428868725972718
2,7,0.7718134672693999,0.6906943234304648,0.7718134672693999,0.6428868725972718
2,8,0.6666010465068815,0.6906943234304648,0.7718134672693999,0.6428868725972718
2,9,0.6937120973170844,0.6906943234304648,0.7718134672693999,0.6428868725972718
2,10,0.6428868725972718,0.6906943234304648,0.7718134672693999,0.6428868725972718
3,1,0.7718134672693999,0.690694462203246,0.7718134672693999,0.6428868262996066
3,2,0.6937120973170844,0.690694462203246,0.7718134672693999,0.6428868262996066
3,3,0.6666010936507072,0.690694462203246,0.7718134672693999,0.6428868262996066
3,4,0.6428868262996066,0.690694462203246,0.7718134672693999,0.6428868262996066
3,5,0.6666010465068815,0.690694462203246,0.7718134672693999,0.6428868262996066
3,6,0.6666010465068815,0.690694462203246,0.7718134672693999,0.6428868262996066
