gen,min,avg,max,mejor_cromosoma
0,0.002233811348204858,0.1787008929214156,0.7846415429619469,111000101100001111001001000000
1,0.010981025564752672,0.4931779027511681,0.7856473396113695,111000101110100011111010111100
2,0.36784596935894276,0.7003172140305787,0.7856473462153222,111000101110100011111011000000
3,0.7345700509262083,0.7799362149271241,0.7856473462153222,111000101110100011111011000000
4,0.7846415429619469,0.7851445253328775,0.7856473462153222,111000101110100011111011000000
5,0.7846415429619469,0.7852452548120874,0.7856473462153222,111000101110100011111011000000
6,0.7846415429619469,0.7852455933795375,0.7856473462153222,111000101110100011111011000000
7,0.7846468161501949,0.7868596778978734,0.7997717165713416,111001001111000011010001000000
8,0.7845657271653985,0.7868596828253793,0.7997717165713416,111001001111000011010001000000
9,0.7845657271653985,0.7904946778362621,0.8067912510485087,111001011111000101110101000000
10,0.7720689956839363,0.7900303983880607,0.8124897787257185,111001101100000011111011000000
11,0.5513080319078271,0.7700156761506239,0.8128199082555083,111001101100110011111011000000
12,0.7845927321631766,0.8045103079364043,0.8129023436349276,111001101100111111111010000000
13,0.7856473462153222,0.8100201042987474,0.8129023436349276,111001101100111111111010000000
14,0.8124897787257185,0.8127125870574181,0.8129023436349276,111001101100111111111010000000
15,0.8124897787257185,0.8127786129633762,0.8129023436349276,111001101100111111111010000000
16,0.8124896779884162,0.8128445899016242,0.8129023436349276,111001101100111111111010000000
17,0.8124896779884162,0.8128198105056252,0.8129023436349276,111001101100111111111010000000
18,0.8124896712725963,0.8127785439411447,0.8129023503524528,111001101100111111111010000100
19,0.8124896712725963,0.8128198105059663,0.8129023503524528,111001101100111111111010000100
20,0.8126822386698348,0.8128610758062489,0.8129023503524528,111001101100111111111010000100
21,0.8126822386698348,0.8128802814134831,0.8129023503524528,111001101100111111111010000100
22,0.8129023436349276,0.8129023483371952,0.8129023503524528,111001101100111111111010000100
23,0.8129023436349276,0.8129023490089479,0.8129023503524528,111001101100111111111010000100
24,0.8129023436349276,0.8129023496807003,0.8129023503524528,111001101100111111111010000100
25,0.8129023436349276,0.8129023496807003,0.8129023503524528,111001101100111111111010000100
26,0.8129023436349276,0.8129023496807003,0.8129023503524528,111001101100111111111010000100
27,0.8129023503524528,0.8129023503524528,0.8129023503524528,111001101100111111111010000100
28,0.8129023503524528,0.8129023503524528,0.8129023503524528,111001101100111111111010000100
29,0.8129023503524528,0.8129023503524528,0.8129023503524528,111001101100111111111010000100
30,0.8129023503524528,0.8129023503524528,0.8129023503524528,111001101100111111111010000100
31,0.8129023503524528,0.8129023503524528,0.8129023503524528,111001101100111111111010000100
32,0.8128780330929333,0.8128999186265009,0.8129023503524528,111001101100111111111010000100
33,0.8129022395132902,0.8129023392685365,0.8129023503524528,111001101100111111111010000100
34,0.8129022395132902,0.8129023392685365,0.8129023503524528,111001101100111111111010000100
35,0.8129022395132902,0.8129023171007039,0.8129023503524528,111001101100111111111010000100
36,0.7041072283720035,0.7911433037885305,0.8129023503524528,111001101100111111111010000100
37,0.7041072283720035,0.7911433148724467,0.8129023503524528,111001101100111111111010000100
38,0.807168315125066,0.8123289357457979,0.8129023503524528,111001101100111111111010000100
39,0.8129022395132902,0.8129023392685365,0.8129023503524528,111001101100111111111010000100
40,0.8129023503524528,0.8129023503524528,0.8129023503524528,111001101100111111111010000100
