gen,min,avg,max,mejor_cromosoma
0,0.022763961298950253,0.4041231432095499,0.8701644665442793,111011101100110110110000010111
1,0.04306733153017911,0.6226646839110691,0.9524415147895514,111110011101011010011110111000
2,0.500668939599746,0.7436429108839125,0.9524415147895514,111110011101011010011110111000
3,0.721641484562136,0.8027003118166419,0.9524415147895514,111110011101011010011110111000
4,0.721641484562136,0.7791345541158563,0.9524415147895514,111110011101011010011110111000
5,0.721641484562136,0.7791305016540364,0.9524415147895514,111110011101011010011110111000
6,0.7216412677860322,0.7642711466070901,0.9524415147895514,111110011101011010011110111000
7,0.721641484562136,0.7642641820700197,0.9524415147895514,111110011101011010011110111000
8,0.7216408642977504,0.7642781548188892,0.9524415147895514,111110011101011010011110111000
9,0.721641484562136,0.764285114288249,0.9524415147895514,111110011101011010011110111000
10,0.721641484562136,0.7642919686902838,0.9524415147895514,111110011101011010011110111000
11,0.7205530652171881,0.7639514728310142,0.9524415147895514,111110011101011010011110111000
12,0.7205530636360743,0.7637198239699953,0.9524415147895514,111110011101011010011110111000
13,0.7205530509871645,0.7639514725158078,0.9524415147895514,111110011101011010011110111000
14,0.7205530636360743,0.7639505053631703,0.9524415147895514,111110011101011010011110111000
15,0.6824197325897766,0.7599055334976589,0.9524415147895514,111110011101011010011110111000
16,0.6824198064477119,0.7600319925439988,0.9524415147895514,111110011101011010011110111000
17,0.7205530399193686,0.7639541594124764,0.9524415147895514,111110011101011010011110111000
18,0.7205623289923315,0.7898398272531494,0.9782534998166066,111111010011001101111110011011
19,0.6931007084549349,0.8098951430982263,0.9782534998166066,111111010011001101111110011011
20,0.6931007084549349,0.8717126757445669,0.9782534998166066,111111010011001101111110011011
21,0.6930949662179765,0.8879502072939014,0.9782534998166066,111111010011001101111110011011
22,0.7217135889488624,0.890812063758398,0.9782534998166066,111111010011001101111110011011
23,0.7217129670711043,0.8940972161678429,0.9782534998166066,111111010011001101111110011011
24,0.7193554585132557,0.8908405219211115,0.9782534998166066,111111010011001101111110011011
25,0.7193554585132557,0.9141744322240551,0.9782534998166066,111111010011001101111110011011
26,0.7217186525945246,0.9168950302322253,0.9782534998166066,111111010011001101111110011011
27,0.7217186525945246,0.8908065491123404,0.9782534998166066,111111010011001101111110011011
28,0.7217191589600679,0.9102660598033718,0.9782534998166066,111111010011001101111110011011
29,0.7217191589600679,0.9102661197298373,0.9782534998166066,111111010011001101111110011011
30,0.9168507653374673,0.936234185382857,0.9782534998166066,111111010011001101111110011011
31,0.9168507653374673,0.9334231741017206,0.9782534998166066,111111010011001101111110011011
32,0.9168507796056756,0.9308246466663913,0.9782534998166066,111111010011001101111110011011
33,0.9168505370461497,0.9308246470511463,0.9782534998166066,111111010011001101111110011011
34,0.9168505370461497,0.9338447089437982,0.9782534998166066,111111010011001101111110011011
35,0.9168505370461497,0.9400939534908284,0.9782534998166066,111111010011001101111110011011
36,0.8892289673662229,0.9369556073090355,0.9782534998166066,111111010011001101111110011011
37,0.9168617893449951,0.9399268379750897,0.9782534998166066,111111010011001101111110011011
38,0.9168617233541365,0.9395109390535747,0.9782534998166066,111111010011001101111110011011
39,0.9168617233541365,0.9431796725892003,0.9782534998166066,111111010011001101111110011011
40,0.9165111652788377,0.936824743658544,0.9782534998166066,111111010011001101111110011011
41,0.5447832668691653,0.8960246433841931,0.9782534998166066,111111010011001101111110011011
42,0.5445151284755151,0.8996185362109109,0.9782534998166066,111111010011001101111110011011
43,0.9169532710103769,0.9367649563554167,0.9782534998166066,111111010011001101111110011011
44,0.9169377660174696,0.9368459942464368,0.9782534998166066,111111010011001101111110011011
45,0.9188967251870037,0.9376861356857157,0.9782534998166066,111111010011001101111110011011
46,0.9188464511317007,0.9351476341110636,0.9782534998166066,111111010011001101111110011011
47,0.9174428399347948,0.9380325425926813,0.9782534998166066,111111010011001101111110011011
48,0.9216348993029306,0.9358064943563352,0.9782534998166066,111111010011001101111110011011
49,0.9174930755771343,0.9384175815850639,0.9782534998166066,111111010011001101111110011011
50,0.9221257108836753,0.94143741099765,0.9782534998166066,111111010011001101111110011011
51,0.9221257108836753,0.9439917795288594,0.9782534998166066,111111010011001101111110011011
52,0.8923623061881865,0.9450363578687397,0.9831704520905393,111111011101011000110000011110
53,0.9221257108836753,0.9475470201959324,0.9831704520905393,111111011101011000110000011110
54,0.9174921674446755,0.9450181544788526,0.9831704520905393,111111011101011000110000011110
55,0.9174866811923273,0.9475554486871509,0.9831704520905393,111111011101011000110000011110
56,0.917025430792424,0.950114798323866,0.9831704520905393,111111011101011000110000011110
57,0.917025430792424,0.9380351368319098,0.9831704520905393,111111011101011000110000011110
58,0.9170254343598159,0.9377526301396786,0.9831704520905393,111111011101011000110000011110
59,0.9170254343598159,0.9384893543675897,0.9831704520905393,111111011101011000110000011110
60,0.9170254343598159,0.9388185259234174,0.9831704520905393,111111011101011000110000011110
61,0.9170254343598159,0.9442469352024563,0.9831704520905393,111111011101011000110000011110
