gen,min,avg,max,mejor
0,1.5732582836132262e-06,0.2574774014088429,0.782501647636543,111000100111010010010010001010
1,0.22031577560619423,0.519318313460514,0.8561292131787148,111011001101111010101000101101
2,0.23792201869821528,0.7712652181773357,0.8567480536970051,111011001111010010010010001010
3,0.8463845856623171,0.8553574329882091,0.8569180888945898,111011001111101010010111000101
4,0.8424870703706606,0.8551873340254461,0.856920101093421,111011001111101010101001010100
5,0.8567480536970051,0.8568678832148467,0.856920101093421,111011001111101010101001010100
6,0.8569178940545541,0.8569198803895344,0.856920101093421,111011001111101010101001010100
7,0.856920101093421,0.856920101093421,0.856920101093421,111011001111101010101001010100
8,0.856920101093421,0.856920101093421,0.856920101093421,111011001111101010101001010100
9,0.856920101093421,0.8569201231638246,0.8569202114454388,111011001111101010101010010100
10,0.856920101093421,0.85692015626943,0.8569202114454388,111011001111101010101010010100
11,0.856920101093421,0.8569201893750353,0.8569202114454388,111011001111101010101010010100
12,0.8569202114454388,0.8569202114454388,0.8569202114454388,111011001111101010101010010100
13,0.8569202114454388,0.8569202114454388,0.8569202114454388,111011001111101010101010010100
14,0.8025849609224114,0.8514866863931362,0.8569202114454388,111011001111101010101010010100
15,0.8569202114454388,0.8569202114454388,0.8569202114454388,111011001111101010101010010100
16,0.8569178940545541,0.8569199797063505,0.8569202114454388,111011001111101010101010010100
17,0.8569202114454388,0.8569202114454388,0.8569202114454388,111011001111101010101010010100
18,0.8569202114454388,0.8569202114454388,0.8569202114454388,111011001111101010101010010100
19,0.8569202114454388,0.8569202114454388,0.8569202114454388,111011001111101010101010010100
20,0.8569108315492795,0.856921866749085,0.8569378678598291,111011001111101101001010010100
21,0.8569202114454388,0.8569308052940731,0.8569378678598291,111011001111101101001010010100
22,0.8569378678598291,0.8569378678598291,0.8569378678598291,111011001111101101001010010100
23,0.8569378678598291,0.8569378678598291,0.8569378678598291,111011001111101101001010010100
24,0.8521865955875245,0.8564627406325986,0.8569378678598291,111011001111101101001010010100
25,0.8569378678598291,0.8569378678598291,0.8569378678598291,111011001111101101001010010100
26,0.8569378678598291,0.8569378678598291,0.8569378678598291,111011001111101101001010010100
27,0.8569378678598291,0.8569378678598291,0.8569378678598291,111011001111101101001010010100
28,0.8569378678598291,0.8569378678598291,0.8569378678598291,111011001111101101001010010100
29,0.8569378678598291,0.8569378678598291,0.8569378678598291,111011001111101101001010010100
30,0.8353788832003398,0.8526073050214249,0.8569378678598291,111011001111101101001010010100
31,0.8569378678598291,0.8569431869646007,0.8569910589075452,111011001111110100101100010100
32,0.8569358815041294,0.8569486385038717,0.8569943696082383,111011001111110101001010010100
33,0.8569378678598291,0.8569594753489849,0.8569943696082383,111011001111110101001010010100
34,0.8554497951479231,0.8568389189520443,0.8569945903218452,111011001111110101001100010100
35,0.856990838194393,0.8569937516108664,0.8569945903218452,111011001111110101001100010100
36,0.8569943696082383,0.8664638342015276,0.9516872498322774,111110011011110101001010010100
37,0.8569943696082383,0.8832498031288869,0.9516874824202471,111110011011110101001100010100
38,0.8569945903218452,0.9304704972664949,0.9516874824202471,111110011011110101001100010100
39,0.9513730494419941,0.9516245958245966,0.9516874824202471,111110011011110101001100010100
40,0.9516874824202471,0.9516874824202471,0.9516874824202471,111110011011110101001100010100
41,0.9516874824202471,0.9516874824202471,0.9516874824202471,111110011011110101001100010100
