gen,min,avg,max,mejor
88,0.995898030716231,0.9958984084286922,0.9958984768333133,111111110111100101110110100100
89,0.9958978671399925,0.9958984158639813,0.9958984768333133,111111110111100101110110100100
90,0.9958984768333133,0.9958984768333133,0.9958984768333133,111111110111100101110110100100
91,0.9958984768333133,0.9958984768333133,0.9958984768333133,111111110111100101110110100100
92,0.9958984731156706,0.995898476461549,0.9958984768333133,111111110111100101110110100100
93,0.9958984768333133,0.9958984768333133,0.9958984768333133,111111110111100101110110100100
94,0.9958984768333133,0.9958984768333133,0.9958984768333133,111111110111100101110110100100
95,0.9958984768333133,0.9958984768333133,0.9958984768333133,111111110111100101110110100100
96,0.9958952647925502,0.995898155629237,0.9958984768333133,111111110111100101110110100100
97,0.9958984731156706,0.9958992854222586,0.9959065664404086,111111110111100110111010100100
98,0.9958975251169916,0.9959016175045192,0.9959065664404086,111111110111100110111010100100
99,0.9958984768333133,0.9959041395582802,0.9959065664404086,111111110111100110111010100100
100,0.9742526884507303,0.9937411786414408,0.9959065664404086,111111110111100110111010100100
101,0.9953584509188006,0.995851740017617,0.9959065664404086,111111110111100110111010100100
102,0.9959065664404086,0.9959065664404086,0.9959065664404086,111111110111100110111010100100
103,0.9955739679293015,0.9958733065892978,0.9959065664404086,111111110111100110111010100100
104,0.9959065664404086,0.9959065664404086,0.9959065664404086,111111110111100110111010100100
105,0.9959065664404086,0.9959065664404086,0.9959065664404086,111111110111100110111010100100
106,0.9959065627227508,0.9959065660686429,0.9959065664404086,111111110111100110111010100100
107,0.9959065664404086,0.9959065664404086,0.9959065664404086,111111110111100110111010100100
108,0.9959065664404086,0.9959065664404086,0.9959065664404086,111111110111100110111010100100
109,0.9959065664404086,0.9959065902334204,0.9959068043705265,111111110111100110111100100100
110,0.9959065664404086,0.9959065902334204,0.9959068043705265,111111110111100110111100100100
111,0.9959065664404086,0.9959066140264323,0.9959068043705265,111111110111100110111100100100
112,0.9953584509188006,0.9958518738533068,0.9959068043705265,111111110111100110111100100100
113,0.9959065664404086,0.9959067567845029,0.9959068043705265,111111110111100110111100100100
114,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
115,0.9959045737767876,0.9959065813111525,0.9959068043705265,111111110111100110111100100100
116,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
117,0.9959057336852202,0.9959066973019958,0.9959068043705265,111111110111100110111100100100
118,0.8567809804382726,0.9680948474100097,0.9959753294272592,111111110111101111111100100100
119,0.9959068043705265,0.9959136568761998,0.9959753294272592,111111110111101111111100100100
120,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
121,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
122,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
123,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
124,0.05794003874647109,0.8083134512457153,0.9959068043705265,111111110111100110111100100100
125,0.995906798794039,0.9959068038128777,0.9959068043705265,111111110111100110111100100100
126,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
127,0.05794003874647109,0.9021101278081209,0.9959068043705265,111111110111100110111100100100
128,0.9955413772153257,0.9958702616550064,0.9959068043705265,111111110111100110111100100100
129,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
130,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
131,0.9940767734721752,0.9957238012806913,0.9959068043705265,111111110111100110111100100100
132,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
133,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
134,0.988171191390351,0.995133243072509,0.9959068043705265,111111110111100110111100100100
135,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
136,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
137,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
138,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
139,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
140,0.9959068043705265,0.9959068043705266,0.9959068043705265,111111110111100110111100100100
141,0.9959068043705265,0.9964919706164714,0.9988326356002508,111111111101100110111100100100
142,0.9959068043705265,0.997662303108361,0.9988326356002508,111111111101100110111100100100
143,0.9959068043705265,0.9985400524772784,0.9988326356002508,111111111101100110111100100100
144,0.9988326356002508,0.9988326356002508,0.9988326356002508,111111111101100110111100100100
145,0.9988326356002508,0.9988326356002508,0.9988326356002508,111111111101100110111100100100
146,0.9988326356002508,0.9988326356002508,0.9988326356002508,111111111101100110111100100100
147,0.99882727432144,0.9988320994723697,0.9988326356002508,111111111101100110111100100100
148,0.9988326356002508,0.9988326356002508,0.9988326356002508,111111111101100110111100100100
149,0.9968816046099422,0.998454623532143,0.998893636052343,111111111101101110111100100100
150,0.9988326356002508,0.9988692358715061,0.998893636052343,111111111101101110111100100100
151,0.9824911559461786,0.9972533880417267,0.998893636052343,111111111101101110111100100100
152,0.9988936323291141,0.9989424427472164,0.9993817067243058,111111111110101110111100100100
153,0.998893636052343,0.9990888643211282,0.9993817067243058,111111111110101110111100100100
154,0.9915944783354749,0.9985053697510302,0.9993817067243058,111111111110101110111100100100
155,0.9993817067243058,0.9993817067243057,0.9993817067243058,111111111110101110111100100100
156,0.9959677154156513,0.9983575093317094,0.9993817067243058,111111111110101110111100100100
157,0.9993817067243058,0.9993817067243057,0.9993817067243058,111111111110101110111100100100
158,0.9993740797032857,0.9993809507256532,0.9993817737587994,111111111110101110111101001000
159,0.9993817067243058,0.999381726834654,0.9993817737587994,111111111110101110111101001000
160,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
161,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
162,0.9993781985889526,0.9993812940901063,0.9993817737587994,111111111110101110111101001000
163,0.9007663924375501,0.9891786699282278,0.9993817737587994,111111111110101110111101001000
164,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
165,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
166,0.9920732304092197,0.9979200650888835,0.9993817737587994,111111111110101110111101001000
167,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
168,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
169,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
170,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
171,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
172,0.9957926680953422,0.9990228631924538,0.9993817737587994,111111111110101110111101001000
173,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
174,0.7655112185241131,0.9759878361457058,0.9993817737587994,111111111110101110111101001000
175,0.9993817141725828,0.9993817678001777,0.9993817737587994,111111111110101110111101001000
176,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
177,0.9993810587243185,0.9993817022553513,0.9993817737587994,111111111110101110111101001000
178,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
179,0.8067170359504136,0.9801152999779609,0.9993817737587994,111111111110101110111101001000
180,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
181,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
182,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
183,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
184,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
185,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
186,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
187,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
188,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
189,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
190,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
191,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
192,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
193,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
194,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
195,0.9993513254336277,0.9993787289262823,0.9993817737587994,111111111110101110111101001000
196,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
197,0.9993817625863838,0.9993817726415578,0.9993817737587994,111111111110101110111101001000
198,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
199,0.9993817737587994,0.9993817737587994,0.9993817737587994,111111111110101110111101001000
