gen,min,avg,max,mejor
0,0.007298949911487016,0.3942856726339978,0.9259294480116723,111101100101011000101010010100
1,0.1484587307753193,0.6720352584406151,0.9259339575308684,111101100101011001010001101000
2,0.18914542797584852,0.8071055515320715,0.9265168533263477,111101100110101000101010010100
3,0.797299592404318,0.9004985324032979,0.9265168533263477,111101100110101000101010010100
4,0.9259294480116723,0.9264585638898177,0.9265213642757242,111101100110101001010001101000
5,0.9265158564725616,0.9265173044215815,0.9265223611324732,111101100110101001011010010100
6,0.9265168533263477,0.9265174041069603,0.9265223611324732,111101100110101001011010010100
7,0.9265168533263477,0.9265185056681853,0.9265223611324732,111101100110101001011010010100
8,0.9265168533263477,0.9265207087906356,0.9265223611324732,111101100110101001011010010100
9,0.8673389038544163,0.9206040154046675,0.9265223611324732,111101100110101001011010010100
10,0.9258313023731242,0.9264533843459812,0.926523652026902,111101100110101001100101100100
11,0.9265223611324732,0.9265226193113589,0.926523652026902,111101100110101001100101100100
12,0.9254647038107602,0.9264174072294556,0.926523652026902,111101100110101001100101100100
13,0.9264043198096474,0.9265114204651648,0.926523652026902,111101100110101001100101100100
14,0.926523652026902,0.926523652026902,0.926523652026902,111101100110101001100101100100
15,0.9143557871838429,0.9253068655425961,0.926523652026902,111101100110101001100101100100
16,0.926523652026902,0.926687379141593,0.9279034147855828,111101101001100101011001100100
17,0.9265222750728767,0.9275152368993924,0.9279047927655182,111101101001100101100101100100
18,0.9279034147855828,0.9313600896317678,0.9620776275840343,111110110001100101011001100100
19,0.9279033824891904,0.9347778062443022,0.9620776275840343,111110110001100101011001100100
20,0.9279034147855828,0.9450300733134769,0.9620776275840343,111110110001100101011001100100
21,0.9282944576373378,0.9586993105893645,0.9620776275840343,111110110001100101011001100100
22,0.9620776275840343,0.9620776275840341,0.9620776275840343,111110110001100101011001100100
23,0.9620776275840343,0.9621270744580483,0.962468766538075,111110110010011001101010011000
24,0.9620761879197225,0.9622363362706571,0.962468766538075,111110110010011001101010011000
25,0.5575309105829774,0.9219463442022902,0.9624817700558278,111110110010011011011001100100
26,0.9624668003027326,0.9624765686502558,0.9624837363064611,111110110010011011101010011000
27,0.9624817700558278,0.9624821633059545,0.9624837363064611,111110110010011011101010011000
28,0.9624817700558278,0.9624825565560812,0.9624837363064611,111110110010011011101010011000
29,0.9624425697235236,0.9626190419121224,0.9632004551088184,111110110011111011011001100100
30,0.9624837363064611,0.9628342520743226,0.9632004551088184,111110110011111011011001100100
31,0.9624837363064611,0.9629775964750783,0.9632004551088184,111110110011111011011001100100
32,0.9631612401436538,0.9673670502794416,0.9840530384445169,111111011111001101011001100100
33,0.9632004551088184,0.9777972634438074,0.9840530384445169,111111011111001101011001100100
34,0.9840530384445169,0.9840530384445169,0.9840530384445169,111111011111001101011001100100
35,0.9205724031707466,0.9777049749171398,0.9840530384445169,111111011111001101011001100100
36,0.9840530051853106,0.9840530351185961,0.9840530384445169,111111011111001101011001100100
37,0.36570138193853924,0.9222178727939191,0.9840530384445169,111111011111001101011001100100
38,0.9840530384445169,0.9840530384445169,0.9840530384445169,111111011111001101011001100100
39,0.9840530384445169,0.9840592824052754,0.9841154780521015,111111011111010101101001100100
40,0.9833285054826418,0.9839991278109416,0.9841154780521015,111111011111010101101001100100
41,0.9840530384445169,0.9841020440555516,0.9841154780521015,111111011111010101101001100100
42,0.984113585913677,0.9841150996244167,0.9841154780521015,111111011111010101101001100100
43,0.9841154780521015,0.9841154780521016,0.9841154780521015,111111011111010101101001100100
44,0.9841154780521015,0.9841154780521016,0.9841154780521015,111111011111010101101001100100
45,0.984113585913677,0.9841152888382592,0.9841154780521015,111111011111010101101001100100
46,0.9841154780521015,0.9841154780521016,0.9841154780521015,111111011111010101101001100100
47,0.9841154780521015,0.9841154780521016,0.9841154780521015,111111011111010101101001100100
48,0.9841154484874247,0.985668567395926,0.9918809395535629,111111101111010101101001100100
49,0.9839879124524079,0.9872089060927168,0.9918809395535629,111111101111010101101001100100
50,0.9841154780521015,0.9887747549529784,0.9918809395535629,111111101111010101101001100100
51,0.9918809395535629,0.9918809395535628,0.9918809395535629,111111101111010101101001100100
52,0.9918809395535629,0.9918809395535628,0.9918809395535629,111111101111010101101001100100
53,0.9918809395535629,0.9918809395535628,0.9918809395535629,111111101111010101101001100100
54,0.9918809395535629,0.9918809395535628,0.9918809395535629,111111101111010101101001100100
55,0.9918804646561411,0.9918808920638208,0.9918809395535629,111111101111010101101001100100
56,0.9901796371469045,0.991710809312897,0.9918809395535629,111111101111010101101001100100
57,0.46996222449059744,0.9396890680472664,0.9918809395535629,111111101111010101101001100100
58,0.9918809395535629,0.9918809395535628,0.9918809395535629,111111101111010101101001100100
59,0.9918809395535629,0.9918809395535628,0.9918809395535629,111111101111010101101001100100
60,0.9918809395535629,0.9922855779948053,0.9958969302945215,111111110111100101101001100100
61,0.9918809395535629,0.9926901925941898,0.9958969302945215,111111110111100101101001100100
62,0.9918809395535629,0.9943026290059642,0.9958969302945215,111111110111100101101001100100
63,0.9636984514857012,0.9922737163022572,0.9958969302945215,111111110111100101101001100100
64,0.9958950268638108,0.9958964893826157,0.9958969302945215,111111110111100101101001100100
65,0.9958967797301119,0.9958969358709856,0.9958972871879822,111111110111100101101100100100
66,0.9958969302945215,0.9958970373625597,0.9958972871879822,111111110111100101101100100100
67,0.9958968113300487,0.9958971444306007,0.9958974061524835,111111110111100101101101100100
68,0.9958972871879822,0.9958973347737826,0.9958974061524835,111111110111100101101101100100
69,0.9958972871879822,0.9958973942560334,0.9958974061524835,111111110111100101101101100100
70,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
71,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
72,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
73,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
74,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
75,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
76,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
77,0.7587359504681505,0.9484651150156168,0.9958974061524835,111111110111100101101101100100
78,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
79,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
80,0.9958974061524835,0.9958974061524835,0.9958974061524835,111111110111100101101101100100
81,0.9958974061524835,0.995897691667363,0.9958983578687484,111111110111100101110101100100
82,0.9958942982072232,0.9958965243287441,0.9958983578687484,111111110111100101110101100100
83,0.9958955027213179,0.9958973109811298,0.9958983578687484,111111110111100101110101100100
84,0.9958974061524835,0.9958977868389894,0.9958983578687484,111111110111100101110101100100
85,0.9958983578687484,0.9958983578687484,0.9958983578687484,111111110111100101110101100100
86,0.9958983578687484,0.9958983578687484,0.9958983578687484,111111110111100101110101100100
87,0.9958982426218327,0.9958983582405132,0.9958984768333133,111111110111100101110110100100
