gen,min,avg,max,mejor_cromosoma
0,0.002110890988207048,0.22067127038795237,0.5629524800843209,110000000001001111000011111000
1,0.24495328823953622,0.32182924003667385,0.5629524800843209,110000000001001111000011111000
2,0.08210016271227684,0.32148852027981084,0.5629524800843209,110000000001001111000011111000
3,0.08210016164486472,0.37667900438020385,0.5629524800843209,110000000001001111000011111000
4,0.24495321725521121,0.4417431664720842,0.9583955896962508,111110101001111000111001010110
5,0.24495322094270836,0.44678999668214897,0.9583955896962508,111110101001111000111001010110
6,0.24495376023946513,0.48365141825856356,0.9583955896962508,111110101001111000111001010110
7,0.03475085954252835,0.5134774250828271,0.9898817965807747,111111101011001110011010100011
8,0.24495619860571555,0.5571134501810346,0.9898817965807747,111111101011001110011010100011
9,0.4607975352782305,0.5840414124601156,0.9898817965807747,111111101011001110011010100011
10,0.4607975352782305,0.5819692850046284,0.9898817965807747,111111101011001110011010100011
11,0.4607982749537411,0.5829511920142557,0.9898817965807747,111111101011001110011010100011
12,0.45994468771417496,0.5818742029390558,0.9898817965807747,111111101011001110011010100011
13,0.4410175217962406,0.5760272003190425,0.9898817965807747,111111101011001110011010100011
14,0.4409932379980375,0.5905369544791741,0.9898817965807747,111111101011001110011010100011
15,0.27892811314779514,0.585232492337974,0.9898817965807747,111111101011001110011010100011
16,0.2789285863225122,0.5869831117536041,0.9898817965807747,111111101011001110011010100011
17,0.4607976680404579,0.6453567545413692,0.9898817965807747,111111101011001110011010100011
18,0.4607976680404579,0.6453567603570818,0.9898817965807747,111111101011001110011010100011
19,0.46071543877963755,0.6036490862800592,0.9898817965807747,111111101011001110011010100011
20,0.46071543877963755,0.6438401260640756,0.9898817965807747,111111101011001110011010100011
21,0.45609746505273147,0.6031848714254133,0.9898817965807747,111111101011001110011010100011
22,0.45609746505273147,0.5629944953115988,0.9898817965807747,111111101011001110011010100011
23,0.45608653615993294,0.562993977496298,0.9898817965807747,111111101011001110011010100011
24,0.4561770355657483,0.5629921504025256,0.9898817965807747,111111101011001110011010100011
