gen,min,avg,max,mejor_cromosoma
0,0.11812622622956066,0.46908607836682226,0.9483300339934435,111110010100110001101100011101
1,0.31873070604567494,0.6727247328424624,0.9483300339934435,111110010100110001101100011101
2,0.39320725640118487,0.873657120915075,0.9483300339934435,111110010100110001101100011101
3,0.39320725640118487,0.7126690868512986,0.9483300339934435,111110010100110001101100011101
4,0.39320725640118487,0.8127352552129137,0.9483300339934435,111110010100110001101100011101
5,0.3938173893879163,0.8650204375851143,0.9483300339934435,111110010100110001101100011101
6,0.9161179860579753,0.9408731681222033,0.9483300339934435,111110010100110001101100011101
7,0.9161028250775961,0.9671369168903983,0.9809618960780752,111111011000110100101001010111
8,0.9426391079496568,0.9736473840674924,0.9811918011094921,111111011001010011000100011101
9,0.9426391079496568,0.9771221895183668,0.9811918011094921,111111011001010011000100011101
10,0.9426539263225537,0.9771448485224141,0.9811918011094921,111111011001010011000100011101
11,0.9426396757982661,0.9733156490511703,0.9811918011094921,111111011001010011000100011101
12,0.9426248611542204,0.9694866811173248,0.9811918011094921,111111011001010011000100011101
13,0.9426391079496568,0.9733096721526626,0.9811918011094921,111111011001010011000100011101
14,0.9426392128388775,0.9748692259693111,0.9811918011094921,111111011001010011000100011101
15,0.9809467832943897,0.9810093832438141,0.9811918011094921,111111011001010011000100011101
16,0.9809467832943897,0.9810538367093505,0.9811918011094921,111111011001010011000100011101
17,0.9809467832943897,0.9810752786176946,0.9811918011094921,111111011001010011000100011101
18,0.9809467832943897,0.9810961406212713,0.981197070566525,111111011001010011110001000101
19,0.9809499785167825,0.9810952798253638,0.981197070566525,111111011001010011110001000101
20,0.9740104302159535,0.9804013246657439,0.981197070566525,111111011001010011110001000101
21,0.9809499785167825,0.9811444901133022,0.981197070566525,111111011001010011110001000101
22,0.9809499822064187,0.9811450177969782,0.981197070566525,111111011001010011110001000101
23,0.9809499379307841,0.9811455447432392,0.9811971148477365,111111011001010011110001011101
24,0.9809499379307841,0.9811697266335269,0.9811971148477365,111111011001010011110001011101
25,0.9811914025797039,0.9811949668429408,0.9811975428994991,111111011001010011110101000101
26,0.9811914025797039,0.981195493788644,0.9811975428994991,111111011001010011110101000101
27,0.9811914025797039,0.981195557627375,0.9811975428994991,111111011001010011110101000101
28,0.9811914025797039,0.9811949864005591,0.9811975428994991,111111011001010011110101000101
29,0.9811914025797039,0.9811955605795598,0.9811975428994991,111111011001010011110101000101
30,0.9811914025797039,0.9811956078128571,0.9811975428994991,111111011001010011110101000101
31,0.9811914468607875,0.9811961864198621,0.9811975428994991,111111011001010011110101000101
32,0.9811918749113138,0.9811961819916173,0.9811975428994991,111111011001010011110101000101
33,0.9811918749113138,0.9811957052312724,0.9811975428994991,111111011001010011110101000101
34,0.9113937043404491,0.9742164546037217,0.9811975428994991,111111011001010011110101000101
35,0.9113930215077954,0.9672361633528391,0.9811975428994991,111111011001010011110101000101
36,0.9811940004049649,0.9811969993479144,0.9811975428994991,111111011001010011110101000101
37,0.9811940004049649,0.9811969993479144,0.9811975428994991,111111011001010011110101000101
38,0.9773603044462802,0.9808134404499148,0.9811975428994991,111111011001010011110101000101
39,0.9773603044462802,0.9808136297520456,0.9811975428994991,111111011001010011110101000101
40,0.9483756138569578,0.9779149721290021,0.9811975428994991,111111011001010011110101000101
41,0.46817171942697544,0.9298943937528825,0.9811975428994991,111111011001010011110101000101
42,0.46817171942697544,0.8785921892718729,0.9811975428994991,111111011001010011110101000101
43,0.46817171942697544,0.8785815843222838,0.9811975428994991,111111011001010011110101000101
